city,hotel_name,price,currency,num_adults,num_children,num_nights,rating,reviews_count,location,distance_from_center,star_rating,property_type,room_type,free_cancellation,meal_plan,amenities,hotel_url,scraped_date
Siwa Oasis,Albabenshal Lodge Siwa,2372,EGP,2,0,1,9,124,Siwa,0.5 km from downtown,,Hotel,Double or Twin Room,Yes,Breakfast included,"Free parking, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/albabenshal.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=46876602_335387268_0_41_0&highlighted_blocks=46876602_335387268_0_41_0&matching_block_id=46876602_335387268_0_41_0&sr_pri_blocks=46876602_335387268_0_41_0__4500&from=searchresults,5/9/2026
Siwa Oasis,Shali Home,1196,EGP,2,0,1,9.8,43,Siwa,350 m from downtown,,Hotel,Double Room with Shared Bathroom,No,,"Free parking, Bar, Free Wifi",https://www.booking.com/hotel/eg/shali-home.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=1515758401_423283888_2_0_0&highlighted_blocks=1515758401_423283888_2_0_0&matching_block_id=1515758401_423283888_2_0_0&sr_pri_blocks=1515758401_423283888_2_0_0__2268&from=searchresults,5/9/2026
Siwa Oasis,Siwa Oracle Hostel,1708,EGP,2,0,1,9.9,74,Siwa,1.3 km from downtown,,Hostel,Double Room with Shared Bathroom,No,Breakfast included,"Bar, Free Wifi",https://www.booking.com/hotel/eg/siwa-oracle-hostel.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=1487119704_420194414_0_1_0&highlighted_blocks=1487119704_420194414_0_1_0&matching_block_id=1487119704_420194414_0_1_0&sr_pri_blocks=1487119704_420194414_0_1_0__3240&from=searchresults,5/9/2026
Siwa Oasis,Negmet Siwa Hotel,1898,EGP,2,0,1,7.5,4,Siwa,450 m from downtown,3,Hotel,Double Room,Yes,Breakfast included,"Free parking, Bar, Restaurant",https://www.booking.com/hotel/eg/siwa-star-sywh.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=1508813801_422642692_2_41_0&highlighted_blocks=1508813801_422642692_2_41_0&matching_block_id=1508813801_422642692_2_41_0&sr_pri_blocks=1508813801_422642692_2_41_0__3600&from=searchresults,5/9/2026
Siwa Oasis,Asfay Lodge Siwa,3954,EGP,2,0,1,9.3,12,Siwa,4 km from downtown,,Hotel,Standard Double Room,No,Breakfast included,"Hot tub/Jacuzzi, Heated pool, Free parking",https://www.booking.com/hotel/eg/amuddu-lodge.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=1522799605_426091658_0_1_0&highlighted_blocks=1522799605_426091658_0_1_0&matching_block_id=1522799605_426091658_0_1_0&sr_pri_blocks=1522799605_426091658_0_1_0__7500&from=searchresults,5/9/2026
Siwa Oasis,Spellbound in Siwa,2636,EGP,2,0,1,10,2,Siwa,2.4 km from downtown,,Hotel,Double Room with Private Bathroom,Yes,Breakfast included,"Free parking, Free Wifi",https://www.booking.com/hotel/eg/spellbound-in-siwa-sywh.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=1489274501_420577347_2_1_0&highlighted_blocks=1489274501_420577347_2_1_0&matching_block_id=1489274501_420577347_2_1_0&sr_pri_blocks=1489274501_420577347_2_1_0__5000&from=searchresults,5/9/2026
Siwa Oasis,RAAK HOTEL فندق راك,896,EGP,2,0,1,7,43,Siwa,350 m from downtown,3,Hotel,Double Room,Yes,,"Free parking, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/raak-fndq-rk.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=1161511101_424889299_0_34_0&highlighted_blocks=1161511101_424889299_0_34_0&matching_block_id=1161511101_424889299_0_34_0&sr_pri_blocks=1161511101_424889299_0_34_0__1700&from=searchresults,5/9/2026
Siwa Oasis,Hayaat siwa hot spring,1753,EGP,2,0,1,8.9,130,Siwa,5.7 km from downtown,,Hotel,Budget Double Room,No,Breakfast included,"Hot tub/Jacuzzi, Heated pool, Bar",https://www.booking.com/hotel/eg/hayaat-siwa-hot-spring-siwa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=821259102_363145873_0_41_0&highlighted_blocks=821259102_363145873_0_41_0&matching_block_id=821259102_363145873_0_41_0&sr_pri_blocks=821259102_363145873_0_41_0__3325&from=searchresults,5/9/2026
Siwa Oasis,Dakhly siwa,493,EGP,2,0,1,9.3,3,Siwa,350 m from downtown,,Apartment,Two-Bedroom Apartment,No,,Free parking,https://www.booking.com/hotel/eg/dakhly-siwa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=1590224001_430126717_4_0_0&highlighted_blocks=1590224001_430126717_4_0_0&matching_block_id=1590224001_430126717_4_0_0&sr_pri_blocks=1590224001_430126717_4_0_0__936&from=searchresults,5/9/2026
Siwa Oasis,Wazidi Resort,5272,EGP,2,0,1,10,3,Siwa,3.7 km from downtown,4,Resort,Double Room with Garden View,Yes,Breakfast included,"Free parking, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/wazidi-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344539&all_sr_blocks=1514699203_423189522_2_1_0&highlighted_blocks=1514699203_423189522_2_1_0&matching_block_id=1514699203_423189522_2_1_0&sr_pri_blocks=1514699203_423189522_2_1_0__10000&from=searchresults,5/9/2026
Siwa Oasis,Soléi Old Town,3321,EGP,2,0,1,8.4,62,Siwa,350 m from downtown,,Hotel,Superior Double Room,Yes,Breakfast included,"Free parking, Bar, Restaurant",https://www.booking.com/hotel/eg/solei-old-town.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1377286808_418614842_2_33_0&highlighted_blocks=1377286808_418614842_2_33_0&matching_block_id=1377286808_418614842_2_33_0&sr_pri_blocks=1377286808_418614842_2_33_0__6300&from=searchresults,5/9/2026
Siwa Oasis,Grand Siwa,3179,EGP,2,0,1,9.5,75,Siwa,3.3 km from downtown,,Hotel,Standard Twin Room,Yes,Breakfast included,"Free parking, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/grand-view-siwa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=812646501_422807904_2_41_0_167677&highlighted_blocks=812646501_422807904_2_41_0_167677&matching_block_id=812646501_422807904_2_41_0_167677&sr_pri_blocks=812646501_422807904_2_41_0_167677_6030&from=searchresults,5/9/2026
Siwa Oasis,Siwawi house,664,EGP,2,0,1,8.8,4,Siwa,0.7 km from downtown,,Hotel,Double Room with Balcony,No,,,https://www.booking.com/hotel/eg/siwawi-house-siwa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1427745101_414355038_2_42_0&highlighted_blocks=1427745101_414355038_2_42_0&matching_block_id=1427745101_414355038_2_42_0&sr_pri_blocks=1427745101_414355038_2_42_0__1260&from=searchresults,5/9/2026
Siwa Oasis,Happy Oasis Hotel,2636,EGP,2,0,1,10,5,Siwa,4.1 km from downtown,,Hotel,King Room with Garden View,Yes,Breakfast included,"Heated pool, Free parking, Restaurant",https://www.booking.com/hotel/eg/happy-oasis.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1540186705_428751091_2_41_0&highlighted_blocks=1540186705_428751091_2_41_0&matching_block_id=1540186705_428751091_2_41_0&sr_pri_blocks=1540186705_428751091_2_41_0__5000&from=searchresults,5/9/2026
Siwa Oasis,Arkan siwa أركان سيوة,721,EGP,2,0,1,9.4,14,Siwa,0.6 km from downtown,,Hotel,Double Room with Shared Bathroom,No,Breakfast included,"Free parking, Bar, Restaurant",https://www.booking.com/hotel/eg/arkan-siwa-rkn-syw.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1528570604_424421059_2_41_0&highlighted_blocks=1528570604_424421059_2_41_0&matching_block_id=1528570604_424421059_2_41_0&sr_pri_blocks=1528570604_424421059_2_41_0__1368&from=searchresults,5/9/2026
Siwa Oasis,Panta Lodge Siwa بنتا لودج سيوة,2501,EGP,2,0,1,8.3,115,Siwa,1.5 km from downtown,4,Hotel,King Studio with Sofa Bed,Yes,Breakfast included,"Hot tub/Jacuzzi, Free parking, Spa",https://www.booking.com/hotel/eg/panta-lodge-siwa-bnt-lwdj-syw.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=975885804_381368204_0_1_0&highlighted_blocks=975885804_381368204_0_1_0&matching_block_id=975885804_381368204_0_1_0&sr_pri_blocks=975885804_381368204_0_1_0__4743&from=searchresults,5/9/2026
Siwa Oasis,People to People Siwa,1661,EGP,2,0,1,7.3,4,Siwa,3.3 km from downtown,,Hotel,Triple Room with Balcony,No,Breakfast included,"Free parking, Free Wifi",https://www.booking.com/hotel/eg/people-to-people-hostel-siwa-siwa-oasis.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1047146412_377009128_0_1_0&highlighted_blocks=1047146412_377009128_0_1_0&matching_block_id=1047146412_377009128_0_1_0&sr_pri_blocks=1047146412_377009128_0_1_0__3150&from=searchresults,5/9/2026
Siwa Oasis,Best One Siwa بيست وان سيوة,1170,EGP,2,0,1,7.6,26,Siwa,1.4 km from downtown,4,Hotel,Deluxe Double Room,No,Breakfast included,"Free parking, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/best-one-siwa-byst-wn-syw.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1461413602_417438696_0_1_0&highlighted_blocks=1461413602_417438696_0_1_0&matching_block_id=1461413602_417438696_0_1_0&sr_pri_blocks=1461413602_417438696_0_1_0__2219&from=searchresults,5/9/2026
Siwa Oasis,فندق إريغن Erighin siwa hotel,1000,EGP,2,0,1,8.9,122,Siwa,1.1 km from downtown,3,Hotel,Double Room with Pool View,Yes,Breakfast included,"Hot tub/Jacuzzi, Free parking, Restaurant",https://www.booking.com/hotel/eg/fndq-rygn-erighin-siwa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1292887505_0_2_1_0&highlighted_blocks=1292887505_0_2_1_0&matching_block_id=1292887505_0_2_1_0&sr_pri_blocks=1292887505_0_2_1_0__1896&from=searchresults,5/9/2026
Siwa Oasis,Nour El wadi,1002,EGP,2,0,1,9.8,17,Siwa,2.6 km from downtown,,Hotel,Double Room,Yes,Breakfast included,"Heated pool, Free parking, Bar",https://www.booking.com/hotel/eg/nour-el-wadi.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1422595203_413882004_2_41_0&highlighted_blocks=1422595203_413882004_2_41_0&matching_block_id=1422595203_413882004_2_41_0&sr_pri_blocks=1422595203_413882004_2_41_0__1900&from=searchresults,5/9/2026
Siwa Oasis,The Green Mirage free pickup,1186,EGP,2,0,1,,,Siwa,5 km from downtown,,Hotel,Double Room with Private Bathroom,No,Breakfast included,"Hot tub/Jacuzzi, Free parking, Free Wifi",https://www.booking.com/hotel/eg/the-green-mirage.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1586173801_429734655_2_1_0&highlighted_blocks=1586173801_429734655_2_1_0&matching_block_id=1586173801_429734655_2_1_0&sr_pri_blocks=1586173801_429734655_2_1_0__2250&from=searchresults,5/9/2026
Siwa Oasis,Meddur Siwa Oasis,3427,EGP,2,0,1,9.1,11,Siwa,4.7 km from downtown,5,Hotel,Bungalow with Garden View,Yes,Breakfast included,"Hot tub/Jacuzzi, Heated pool, Free parking",https://www.booking.com/hotel/eg/meddur-siwa-oasis-siwa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1374659906_409619211_2_1_0&highlighted_blocks=1374659906_409619211_2_1_0&matching_block_id=1374659906_409619211_2_1_0&sr_pri_blocks=1374659906_409619211_2_1_0__6500&from=searchresults,5/9/2026
Siwa Oasis,La Siwa,1848,EGP,2,0,1,9.3,29,Siwa,4.3 km from downtown,4,Villa,Villa with Private Pool,No,,"Hot tub/Jacuzzi, Free parking, Free Wifi",https://www.booking.com/hotel/eg/la-siwa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1159501901_388664050_2_34_0_907824&highlighted_blocks=1159501901_388664050_2_34_0_907824&matching_block_id=1159501901_388664050_2_34_0_907824&sr_pri_blocks=1159501901_388664050_2_34_0_907824_3506&from=searchresults,5/9/2026
Siwa Oasis,Agpeninshal Ecolodge,1578,EGP,2,0,1,9.5,40,Siwa,3.3 km from downtown,,Hotel,Deluxe Double Room,No,Breakfast included,"Free parking, Restaurant, 24-hour front desk",https://www.booking.com/hotel/eg/agpeninshal-ecolodge.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=932619301_404063020_0_41_0&highlighted_blocks=932619301_404063020_0_41_0&matching_block_id=932619301_404063020_0_41_0&sr_pri_blocks=932619301_404063020_0_41_0__2993&from=searchresults,5/9/2026
Siwa Oasis,Quiet Home,854,EGP,2,0,1,9,74,Siwa,450 m from downtown,4,Hotel,Double Room with Mountain View,No,,"Airport shuttle (free), Free Wifi",https://www.booking.com/hotel/eg/mzyg-syw.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=790266101_338784851_2_0_0&highlighted_blocks=790266101_338784851_2_0_0&matching_block_id=790266101_338784851_2_0_0&sr_pri_blocks=790266101_338784851_2_0_0__1620&from=searchresults,5/9/2026
Siwa Oasis,Bait Ward Siwa House,949,EGP,2,0,1,9.7,36,Siwa,150 m from downtown,,Hotel,Double Room,No,,"Free parking, Bar",https://www.booking.com/hotel/eg/agben-intesent.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=911990001_406728660_0_0_0&highlighted_blocks=911990001_406728660_0_0_0&matching_block_id=911990001_406728660_0_0_0&sr_pri_blocks=911990001_406728660_0_0_0__1800&from=searchresults,5/9/2026
Siwa Oasis,Mountain Camp Ali Khaled,1845,EGP,2,0,1,8.3,58,Siwa,4 km from downtown,,Hotel,Double or Twin Room with Bathroom,Yes,Breakfast included,"Heated pool, Free parking, Bar",https://www.booking.com/hotel/eg/mountain-camp-ali-khaled-syw.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=556245703_223532604_2_1_0&highlighted_blocks=556245703_223532604_2_1_0&matching_block_id=556245703_223532604_2_1_0&sr_pri_blocks=556245703_223532604_2_1_0__3500&from=searchresults,5/9/2026
Siwa Oasis,M Biama Island,767,EGP,2,0,1,9,45,Siwa,4.8 km from downtown,,Hotel,Double Room with Lake View,No,Breakfast included,"Hot tub/Jacuzzi, Heated pool, Free parking",https://www.booking.com/hotel/eg/m-biama-island.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AsDE_c8GwAIB0gIkOGM3ZTExOGUtMzBhNS00MzI4LWJiYjAtNzBlNjE3MjJlYWQw2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=bc6274a01c2f0c54&srepoch=1778344527&all_sr_blocks=1099793701_413268527_0_1_0&highlighted_blocks=1099793701_413268527_0_1_0&matching_block_id=1099793701_413268527_0_1_0&sr_pri_blocks=1099793701_413268527_0_1_0__1454&from=searchresults,5/9/2026
