city,hotel_name,price,currency,num_adults,num_children,num_nights,rating,reviews_count,location,distance_from_center,star_rating,property_type,room_type,free_cancellation,meal_plan,amenities,hotel_url,scraped_date
Sharm El Sheikh,JAZ Fanara Resort,9274,EGP,2,0,1,9.2,5438,"El Hadaba, Sharm El Sheikh (El Hadaba)",7.4 km from downtown,5,Resort,Superior Room,Yes,All meals included,"Hot tub/Jacuzzi, Spa",https://www.booking.com/hotel/eg/iberotel-club-fanara-residence.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=0_0_2_21_0&highlighted_blocks=0_0_2_21_0&matching_block_id=0_0_2_21_0&sr_pri_blocks=0_0_2_21_0__17591&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Sharm El Sheikh,Amphoras Beach - Ultra All Inclusive,7907,EGP,2,0,1,8.5,6642,"El Hadaba, Sharm El Sheikh (El Hadaba)",5.3 km from downtown,5,Hotel,Superior Garden View Room,Yes,All-inclusive,"Hot tub/Jacuzzi, Heated pool, Free parking",https://www.booking.com/hotel/eg/shore-amphoras.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=25226828_332037110_2_85_0&highlighted_blocks=25226828_332037110_2_85_0&matching_block_id=25226828_332037110_2_85_0&sr_pri_blocks=25226828_332037110_2_85_0__14999&from=searchresults,5/9/2026
Sharm El Sheikh,Reef Oasis Blue Bay Resort & Spa,9391,EGP,2,0,1,9.1,2245,"Garden Bay, Sharm El Sheikh (Garden Bay)",3.3 km from downtown,5,Resort,Superior Double or Twin Room with Garden View,Yes,All-inclusive,"Airport shuttle (free), Spa, Bar",https://www.booking.com/hotel/eg/reef-oasis-blue-bay-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=73465505_433385520_2_85_0_656772&highlighted_blocks=73465505_433385520_2_85_0_656772&matching_block_id=73465505_433385520_2_85_0_656772&sr_pri_blocks=73465505_433385520_2_85_0_656772_17813&from=searchresults,5/9/2026
Sharm El Sheikh,Renaissance Sharm El Sheikh Golden View Beach Resort,6590,EGP,2,0,1,8.3,806,"El Hadaba, Sharm El Sheikh (El Hadaba)",7.3 km from downtown,5,Resort,"Garden View Room, Guest room, Garden View, 2 Twin Beds",Yes,Breakfast included,"Hot tub/Jacuzzi, Heated pool",https://www.booking.com/hotel/eg/renaissance-golden-view-beach-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=17141923_381898982_2_41_0&highlighted_blocks=17141923_381898982_2_41_0&matching_block_id=17141923_381898982_2_41_0&sr_pri_blocks=17141923_381898982_2_41_0__12500&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Sharm El Sheikh,Grand Oasis Resort,9213,EGP,2,0,1,8.8,1928,"Sharks Bay, Sharm El Sheikh (Sharks Bay)",7.6 km from downtown,4,Resort,Standard Double or Twin Pool View Room,No,,"Hot tub/Jacuzzi, Free parking, Spa",https://www.booking.com/hotel/eg/aa-grand-oasis-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=29846003_0_2_0_0&highlighted_blocks=29846003_0_2_0_0&matching_block_id=29846003_0_2_0_0&sr_pri_blocks=29846003_0_2_0_0__17475&from=searchresults,5/9/2026
Sharm El Sheikh,Stella Di Mare Beach Hotel & Spa,6004,EGP,2,0,1,8.9,3334,"Naama Bay, Sharm El Sheikh",1.2 km from downtown,5,Hotel,Standard Double or Twin Room,No,Breakfast included,"Hot tub/Jacuzzi, Heated pool, Free parking",https://www.booking.com/hotel/eg/stella-di-mare-beach-spa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=23746623_92667796_2_41_0&highlighted_blocks=23746623_92667796_2_41_0&matching_block_id=23746623_92667796_2_41_0&sr_pri_blocks=23746623_92667796_2_41_0__11389&from=searchresults,5/9/2026
Sharm El Sheikh,Falcon Naama Star Hotel,3124,EGP,2,0,1,7,1864,"Naama Bay, Sharm El Sheikh",1.2 km from downtown,3,Hotel,Standard Room,Yes,Breakfast included,"Hot tub/Jacuzzi, Free parking, Spa",https://www.booking.com/hotel/eg/falcon-naama-star.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=17578522_414319831_2_41_0&highlighted_blocks=17578522_414319831_2_41_0&matching_block_id=17578522_414319831_2_41_0&sr_pri_blocks=17578522_414319831_2_41_0__5925&from=searchresults,5/9/2026
Sharm El Sheikh,Carlton Luxury Villa,14234,EGP,2,0,1,6.8,74,"El Hadaba, Sharm El Sheikh (El Hadaba)",5.7 km from downtown,3,Villa,Three-Bedroom Villa with Private Pool,Yes,,"Hot tub/Jacuzzi, Free parking, Free Wifi",https://www.booking.com/hotel/eg/carlton-villa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=90908701_195109581_0_0_0&highlighted_blocks=90908701_195109581_0_0_0&matching_block_id=90908701_195109581_0_0_0&sr_pri_blocks=90908701_195109581_0_0_0__27000&from=searchresults,5/9/2026
Sharm El Sheikh,Naama Inn Hotel,4112,EGP,2,0,1,7,1176,"Naama Bay, Sharm El Sheikh",0.9 km from downtown,3,Inn,Standard Double or Twin Room,Yes,,"Bar, Restaurant, Free Wifi",https://www.booking.com/hotel/eg/naama-inn.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=41602602_425894573_0_42_0&highlighted_blocks=41602602_425894573_0_42_0&matching_block_id=41602602_425894573_0_42_0&sr_pri_blocks=41602602_425894573_0_42_0__7800&from=searchresults,5/9/2026
Sharm El Sheikh,Reef Oasis Beach Aqua Park Resort,9062,EGP,2,0,1,9,4953,"El Hadaba, Sharm El Sheikh (El Hadaba)",7.2 km from downtown,4,Resort,Superior Room with Pool View,Yes,All-inclusive,"Hot tub/Jacuzzi, Free parking, Airport shuttle (free)",https://www.booking.com/hotel/eg/reef-oasis-beach-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=31289927_433385435_2_85_0_656786&highlighted_blocks=31289927_433385435_2_85_0_656786&matching_block_id=31289927_433385435_2_85_0_656786&sr_pri_blocks=31289927_433385435_2_85_0_656786_17188&from=searchresults,5/9/2026
Sharm El Sheikh,JAZ Belvedere,12711,EGP,2,0,1,9.3,4068,Sharm El Sheikh,11.7 km from downtown,5,Hotel,Superior Deluxe Queen or Twin Beds Garden View,Yes,All-inclusive,"Hot tub/Jacuzzi, Heated pool",https://www.booking.com/hotel/eg/sol-y-mar-belvedere.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=1604916_422435323_2_85_0_262308&highlighted_blocks=1604916_422435323_2_85_0_262308&matching_block_id=1604916_422435323_2_85_0_262308&sr_pri_blocks=1604916_422435323_2_85_0_262308_24110&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Sharm El Sheikh,Safir Sharm Waterfalls Resort,5660,EGP,2,0,1,9,2027,"El Hadaba, Sharm El Sheikh (El Hadaba)",6.8 km from downtown,5,Resort,Standard Room,No,Breakfast included,"Free parking, Spa, Bar",https://www.booking.com/hotel/eg/hilton-sharm-waterfalls-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=4741802_94269618_2_41_0&highlighted_blocks=4741802_94269618_2_41_0&matching_block_id=4741802_94269618_2_41_0&sr_pri_blocks=4741802_94269618_2_41_0__10736&from=searchresults,5/9/2026
Sharm El Sheikh,Aida Hotel Sharm El Sheikh,1329,EGP,2,0,1,6.5,904,"El Hadaba, Sharm El Sheikh (El Hadaba)",6.3 km from downtown,2,Inn,Deluxe Double or Twin Room with Pool Access,No,Breakfast & dinner included,"Free parking, Spa, Restaurant",https://www.booking.com/hotel/eg/aida.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=33597811_390180998_2_25_0_68102&highlighted_blocks=33597811_390180998_2_25_0_68102&matching_block_id=33597811_390180998_2_25_0_68102&sr_pri_blocks=33597811_390180998_2_25_0_68102_2520&from=searchresults,5/9/2026
Sharm El Sheikh,Concorde El Salam Sharm El Sheikh Front Hotel,6476,EGP,2,0,1,8.8,987,"Sharks Bay, Sharm El Sheikh (Sharks Bay)",8.8 km from downtown,5,Hotel,Standard Room with Pool View,Yes,Breakfast included,"Hot tub/Jacuzzi, Free parking, Spa",https://www.booking.com/hotel/eg/concorde-el-salam.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__12284&from=searchresults,5/9/2026
Sharm El Sheikh,Rixos Sharm El Sheikh - Adults Only 18 Plus,19232,EGP,2,0,1,9.5,1638,"Nabq Bay, Sharm El Sheikh (Nabq Bay)",16.6 km from downtown,5,Hotel,Superior Room Twin Bed,No,All-inclusive,"Hot tub/Jacuzzi, Heated pool",https://www.booking.com/hotel/eg/rixos-sharm-elsheikh.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=43899701_93755744_2_85_0&highlighted_blocks=43899701_93755744_2_85_0&matching_block_id=43899701_93755744_2_85_0&sr_pri_blocks=43899701_93755744_2_85_0__36480&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Sharm El Sheikh,Xperience Kiroseiz Parkland,5702,EGP,2,0,1,8.9,2293,"Naama Bay, Sharm El Sheikh",1.5 km from downtown,5,Hotel,Standard Room,Yes,All-inclusive,"Hot tub/Jacuzzi, Heated pool",https://www.booking.com/hotel/eg/xperience-kiroseiz-parkland.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=30619704_0_2_84_0&highlighted_blocks=30619704_0_2_84_0&matching_block_id=30619704_0_2_84_0&sr_pri_blocks=30619704_0_2_84_0__10816&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Sharm El Sheikh,White House Boutique Sharm,3121,EGP,2,0,1,7.5,71,Sharm El Sheikh,9.8 km from downtown,,Hotel,Double Room with Shared Bathroom,No,Breakfast included,"Hot tub/Jacuzzi, Heated pool, Free parking",https://www.booking.com/hotel/eg/white-house-boutique.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=1542642502_425623312_2_41_0&highlighted_blocks=1542642502_425623312_2_41_0&matching_block_id=1542642502_425623312_2_41_0&sr_pri_blocks=1542642502_425623312_2_41_0__5920&from=searchresults,5/9/2026
Sharm El Sheikh,Heaven Regency,1792,EGP,2,0,1,7.7,10,"El Hadaba, Sharm El Sheikh (El Hadaba)",6.4 km from downtown,3,Hotel,Double Room with Pool View,Yes,Breakfast included,"Free parking, Bar, Restaurant",https://www.booking.com/hotel/eg/heaven-regency.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=1611081501_432021038_2_1_0&highlighted_blocks=1611081501_432021038_2_1_0&matching_block_id=1611081501_432021038_2_1_0&sr_pri_blocks=1611081501_432021038_2_1_0__3400&from=searchresults,5/9/2026
Sharm El Sheikh,"Sheraton Sharm Hotel, Resort, Villas & Spa",7381,EGP,2,0,1,7.8,256,"Garden Bay, Sharm El Sheikh (Garden Bay)",3.6 km from downtown,4,Resort,Superior King Room with Balcony and Sea View - High Floor,Yes,Breakfast included,"Free parking, Spa",https://www.booking.com/hotel/eg/sheraton-sharm-resort-villas-spa.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=1610351_92697263_2_41_0&highlighted_blocks=1610351_92697263_2_41_0&matching_block_id=1610351_92697263_2_41_0&sr_pri_blocks=1610351_92697263_2_41_0__14000&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Sharm El Sheikh,Pickalbatros Laguna Club Resort Sharm El Sheikh,8240,EGP,2,0,1,9.3,4078,"Nabq Bay, Sharm El Sheikh (Nabq Bay)",17.2 km from downtown,5,Resort,Special Offer - Deluxe Room Garden View - Egyptians & Residents only,Yes,All-inclusive,"Hot tub/Jacuzzi, Free parking, Spa",https://www.booking.com/hotel/eg/pickalbatros-laguna-club-resort-sharm-el-sheikh-adults-only-16.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=1136602710_417894505_0_85_0&highlighted_blocks=1136602710_417894505_0_85_0&matching_block_id=1136602710_417894505_0_85_0&sr_pri_blocks=1136602710_417894505_0_85_0__15629&from=searchresults,5/9/2026
Sharm El Sheikh,Viva Suites Sharm El Sheikh,1898,EGP,2,0,1,6.4,139,"El Hadaba, Sharm El Sheikh (El Hadaba)",5.3 km from downtown,3,Apartment,Double Room with Pool View,Yes,,"Hot tub/Jacuzzi, Free parking, Spa",https://www.booking.com/hotel/eg/viva-studios.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=49&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=1547522202_427293284_2_42_0&highlighted_blocks=1547522202_427293284_2_42_0&matching_block_id=1547522202_427293284_2_42_0&sr_pri_blocks=1547522202_427293284_2_42_0__3600&from=searchresults,5/9/2026
Sharm El Sheikh,"Residential Villa & Chalet at Four Seasons Resort Sharm El Sheikh - Sharm El Sheikh, Egypt",17826,EGP,2,0,1,9,59,"Sharks Bay, Sharm El Sheikh (Sharks Bay)",7.8 km from downtown,5,Resort,Two-Bedroom Chalet,No,,"Hot tub/Jacuzzi, Spa, Bar",https://www.booking.com/hotel/eg/four-seasons-two-bedroom-chalet-at-four-seasons-resort-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343584&all_sr_blocks=731982701_407647241_4_42_0_1181605&highlighted_blocks=731982701_407647241_4_42_0_1181605&matching_block_id=731982701_407647241_4_42_0_1181605&sr_pri_blocks=731982701_407647241_4_42_0_1181605_33813&from=searchresults,5/9/2026
Sharm El Sheikh,Serenity Lodge,4007,EGP,2,0,1,7.7,1648,Sharm El Sheikh,9.4 km from downtown,3,Hotel,Twin Room with Sea View,Yes,Breakfast included,"Free parking, Bar, Restaurant",https://www.booking.com/hotel/eg/serenity-sharm-el-sheikh-south-sinai-governate.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343586&all_sr_blocks=1040759313_433634905_2_1_0&highlighted_blocks=1040759313_433634905_2_1_0&matching_block_id=1040759313_433634905_2_1_0&sr_pri_blocks=1040759313_433634905_2_1_0__7600&from=searchresults,5/9/2026
Sharm El Sheikh,Baron Resort Sharm El Sheikh,10445,EGP,2,0,1,8.6,1437,Sharm El Sheikh,11 km from downtown,5,Resort,Superior Classic Room,Yes,Breakfast & dinner included,"Hot tub/Jacuzzi, Free parking",https://www.booking.com/hotel/eg/baron-resort-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343586&all_sr_blocks=24708301_409977341_2_25_0_697745&highlighted_blocks=24708301_409977341_2_25_0_697745&matching_block_id=24708301_409977341_2_25_0_697745&sr_pri_blocks=24708301_409977341_2_25_0_697745_19812&from_sustainable_property_sr=1&from=searchresults,5/9/2026
Sharm El Sheikh,Baron Palms Adults Friendly Only 16 years plus Boutique Hotel Style,10938,EGP,2,0,1,9.4,4584,Sharm El Sheikh,11 km from downtown,5,Hotel,Superior Classic Room,Yes,All-inclusive,"Adults only, Hot tub/Jacuzzi",https://www.booking.com/hotel/eg/baron-palms-resort-sharm-el-sheikh.html?aid=304142&label=gen173nr-10CAQoggI46wdIMVgEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4ApW9_c8GwAIB0gIkOGYyMzNhYjktZjE1Ni00ZGE2LWEwZDEtMDgwZDA4MDM5NTFh2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-01&checkout=2026-06-02&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=53&sr_order=popularity&srpvid=ec2e72cabfce0b98&srepoch=1778343586&all_sr_blocks=30501901_409977344_2_85_0_902057&highlighted_blocks=30501901_409977344_2_85_0_902057&matching_block_id=30501901_409977344_2_85_0_902057&sr_pri_blocks=30501901_409977344_2_85_0_902057_20748&from_sustainable_property_sr=1&from=searchresults,5/9/2026
